ORDER_NUMBER,ACCOUNT_NUMBER,ACCOUNT_NAME,ORDER_DATE,CUSTOMER_ORDER_NO,DELIVERY_INSTRUCTIONS,ORDER_STATUS
"""6325843""","""1588808""","""A-000181433""",25/08/2018,"""""",""" ""","""Completed"""
"""6325850""","""1588817""","""A-000181435""",26/08/2018,"""""",""" ""","""Completed"""
"""6325854""","""1588820""","""A-000181437""",26/08/2018,"""""",""" ""","""Completed"""
"""6325855""","""1588821""","""A-000181438""",26/08/2018,"""""",""" ""","""Completed"""
"""6259557""","""1584736""","""A-000174024""",08/06/2018,"""""",""" ""","""Completed"""
"""6265137""","""1585370""","""A-000175130""",15/06/2018,"""""",""" ""","""Completed"""
"""6260374""","""1585237""","""A-000174058""",11/06/2018,"""""",""" ""","""Completed"""
"""6282334""","""1586695""","""A-000175967""",05/07/2018,"""""",""" ""","""Completed"""
"""6293381""","""1587221""","""A-000176787""",18/07/2018,"""""",""" ""","""Completed"""
"""6356439""","""1589819""","""A-000186324""",28/09/2018,"""13599""",""" ""","""Completed"""
"""6356441""","""1589819""","""A-000186324""",28/09/2018,"""13600""",""" ""","""Completed"""
"""6356445""","""1589820""","""A-000186325""",28/09/2018,"""13598""",""" ""","""Completed/Cancelled"""
"""6381977""","""1590674""","""A-000192970""",26/10/2018,"""14471""",""" ""","""Completed"""
"""6382073""","""1590677""","""A-000192971""",26/10/2018,"""14467""",""" ""","""Completed"""
"""6382074""","""1590677""","""A-000192971""",26/10/2018,"""14468""",""" ""","""Completed"""
"""6330190""","""1588952""","""A-000181484""",29/08/2018,"""""",""" ""","""Completed"""
"""6349049""","""1589566""","""A-000184166""",19/09/2018,"""13367""",""" ""","""Completed"""
"""6375425""","""1575677""","""A-000149840""",19/10/2018,"""1810-AKXX-O""",""" ""","""Completed/Cancelled"""
"""6374843""","""1590377""","""A-000190245""",18/10/2018,"""14233""",""" ""","""Completed"""
"""6374844""","""1590376""","""A-000190243""",18/10/2018,"""14231""",""" ""","""Completed"""
"""6374845""","""1590376""","""A-000190243""",18/10/2018,"""14232""",""" ""","""Completed"""
"""6380237""","""1590638""","""A-000192246""",24/10/2018,"""14425""",""" ""","""Completed"""
"""6247254""","""1580251""","""A-000172761""",25/05/2018,"""""",""" ""","""Cancelled"""
"""6247258""","""1580251""","""A-000172761""",25/05/2018,"""""",""" ""","""Completed"""
"""6332244""","""1586044""","""A-000175218""",01/09/2018,"""""",""" ""","""Completed"""
"""6332250""","""1588995""","""A-000181504""",01/09/2018,"""""",""" ""","""Completed"""
"""6332252""","""1570237""","""A-000139428""",01/09/2018,"""""",""" ""","""Completed"""
"""6332255""","""1569274""","""A-000133380""",01/09/2018,"""""",""" ""","""Completed"""
"""6332260""","""1588996""","""A-000181505""",01/09/2018,"""""",""" ""","""Completed"""
"""6332265""","""1588997""","""A-000181506""",01/09/2018,"""""",""" ""","""Completed"""
"""6250551""","""1584059""","""A-000172792""",29/05/2018,"""""",""" ""","""Completed"""
"""6275055""","""1586163""","""A-000175240""",27/06/2018,"""""",""" ""","""Completed"""
"""6247259""","""1580251""","""A-000172761""",25/05/2018,"""""",""" ""","""Completed"""
"""6247260""","""1580251""","""A-000172761""",25/05/2018,"""""",""" ""","""Completed"""
"""6247261""","""1580251""","""A-000172761""",25/05/2018,"""""",""" ""","""Completed"""
"""6247262""","""1580251""","""A-000172761""",25/05/2018,"""""",""" ""","""Completed"""
"""6247263""","""1580251""","""A-000172761""",25/05/2018,"""""",""" ""","""Completed"""
"""6247348""","""1580252""","""A-000172762""",25/05/2018,"""""",""" ""","""Completed"""
"""6247379""","""1580256""","""A-000172764""",25/05/2018,"""""",""" ""","""Completed"""
"""6247381""","""1580253""","""A-000172763""",25/05/2018,"""""",""" ""","""Completed"""
"""6247407""","""1580257""","""A-000172765""",25/05/2018,"""""",""" ""","""Completed"""
"""6247408""","""1580257""","""A-000172765""",25/05/2018,"""""",""" ""","""Completed"""
"""6247410""","""1580257""","""A-000172765""",25/05/2018,"""""",""" ""","""Completed"""
"""6332267""","""1588998""","""A-000181507""",01/09/2018,"""""",""" ""","""Completed"""
"""6332270""","""1588999""","""A-000181508""",01/09/2018,"""""",""" ""","""Completed"""
"""6332272""","""1589000""","""A-000181509""",01/09/2018,"""""",""" ""","""Completed"""
"""6332274""","""1586680""","""A-000175768""",01/09/2018,"""""",""" ""","""Completed"""
"""6332279""","""1589001""","""A-000181510""",01/09/2018,"""""",""" ""","""Completed"""
"""6332280""","""1589003""","""A-000181512""",01/09/2018,"""""",""" ""","""Completed"""
"""6332281""","""1586044""","""A-000175218""",01/09/2018,"""""",""" ""","""Completed"""
"""6332282""","""1589002""","""A-000181511""",01/09/2018,"""""",""" ""","""Completed"""
"""6332283""","""1589002""","""A-000181511""",01/09/2018,"""""",""" ""","""Completed"""
"""6332284""","""1589002""","""A-000181511""",01/09/2018,"""""",""" ""","""Completed"""
"""6332292""","""1569147""","""A-000133080""",02/09/2018,"""""",""" ""","""Completed"""
"""6332295""","""1589015""","""A-000181513""",02/09/2018,"""""",""" ""","""Completed"""
"""6332296""","""1589016""","""A-000181514""",02/09/2018,"""""",""" ""","""Completed"""
"""6332297""","""1589017""","""A-000181515""",02/09/2018,"""""",""" ""","""Completed"""
"""6279926""","""1586614""","""A-000175640""",03/07/2018,"""""",""" ""","""Completed"""
"""6288858""","""1587070""","""A-000176394""",13/07/2018,"""""",""" ""","""Completed"""
"""6288859""","""1587070""","""A-000176394""",13/07/2018,"""""",""" ""","""Completed"""
"""6288860""","""1587067""","""A-000176393""",13/07/2018,"""""",""" ""","""Completed"""
"""6360803""","""1589980""","""A-000187330""",03/10/2018,"""13829""",""" ""","""Completed/Cancelled"""
"""6360887""","""1589983""","""A-000187331""",03/10/2018,"""13832""",""" ""","""Completed/Cancelled"""
"""6362215""","""1590011""","""A-000187350""",04/10/2018,"""13870""",""" ""","""Completed"""
"""6369643""","""1590226""","""A-000188915""",13/10/2018,"""14089""",""" ""","""Completed"""
"""6369647""","""1590227""","""A-000188916""",13/10/2018,"""14091""",""" ""","""Completed/Cancelled"""
"""6374788""","""1590373""","""A-000190238""",18/10/2018,"""14226""",""" ""","""Completed"""
"""6381057""","""1590649""","""A-000192425""",25/10/2018,"""14434""",""" ""","""Completed"""
"""6381060""","""1590650""","""A-000192426""",25/10/2018,"""14437""",""" ""","""Completed"""
"""6369649""","""1590228""","""A-000188917""",13/10/2018,"""14094""",""" ""","""Completed/Cancelled"""
"""6369651""","""1590229""","""A-000188918""",13/10/2018,"""14096""",""" ""","""Completed"""
"""6369653""","""1590230""","""A-000188919""",13/10/2018,"""14098""",""" ""","""Completed"""
"""6369662""","""1590233""","""A-000188921""",13/10/2018,"""14108""",""" ""","""Completed"""
"""6369663""","""1590234""","""A-000188922""",13/10/2018,"""14110""",""" ""","""Completed"""
"""6369664""","""1590232""","""A-000188920""",13/10/2018,"""14106""",""" ""","""Completed"""
"""6369668""","""1590236""","""A-000188924""",13/10/2018,"""14113""",""" ""","""Completed/Cancelled"""
"""6369669""","""1590237""","""A-000188925""",13/10/2018,"""14115""",""" ""","""Completed"""
"""6369670""","""1590238""","""A-000188926""",13/10/2018,"""14117""",""" ""","""Completed"""
"""6369676""","""1590240""","""A-000188928""",13/10/2018,"""14125""",""" ""","""Completed"""
"""6369677""","""1590239""","""A-000188927""",13/10/2018,"""14120""",""" ""","""Completed"""
"""6367295""","""1590165""","""A-000188531""",10/10/2018,"""13992""",""" ""","""Completed"""
"""6369687""","""1586653""","""A-000175763""",14/10/2018,"""14130""",""" ""","""Completed/Cancelled"""
"""6369688""","""1590248""","""A-000188929""",14/10/2018,"""14131""",""" ""","""Completed"""
"""6369693""","""1590251""","""A-000188931""",14/10/2018,"""14134""",""" ""","""Completed"""
"""6369694""","""1590251""","""A-000188931""",14/10/2018,"""14135""",""" ""","""Completed/Cancelled"""
"""6369695""","""1590252""","""A-000188932""",14/10/2018,"""14138""",""" ""","""Completed"""
"""6369696""","""1590254""","""A-000188934""",14/10/2018,"""14141""",""" ""","""Completed/Cancelled"""
"""6369697""","""1578973""","""A-000166564""",14/10/2018,"""14142""",""" ""","""Completed/Cancelled"""
"""6369698""","""1590253""","""A-000188933""",14/10/2018,"""14139""",""" ""","""Completed/Cancelled"""
"""6365071""","""1590118""","""A-000188513""",08/10/2018,"""13959""",""" ""","""Completed"""
"""6350063""","""1568326""","""A-000131705""",20/09/2018,"""1809-SF94-O""","""Leave by the front door ""","""Completed"""
"""6330870""","""1588968""","""A-000181490""",30/08/2018,"""""",""" ""","""Completed"""
"""6372348""","""1590313""","""A-000189122""",16/10/2018,"""14174""",""" ""","""Completed"""
"""6374546""","""1590357""","""A-000189842""",18/10/2018,"""14216""",""" ""","""Completed"""
"""6363100""","""1587714""","""A-000177800""",05/10/2018,"""37""",""" ""","""Completed/Cancelled"""
"""6294861""","""1587269""","""A-000176984""",20/07/2018,"""""",""" ""","""Completed"""
"""6294863""","""1587268""","""A-000176983""",20/07/2018,"""""",""" ""","""Completed"""
"""6294864""","""1587268""","""A-000176983""",20/07/2018,"""""",""" ""","""Completed"""
"""6327150""","""1588818""","""A-000181436""",27/08/2018,"""""",""" ""","""Completed"""
"""6375906""","""1590407""","""A-000191664""",20/10/2018,"""14288""",""" ""","""Completed"""
"""6375908""","""1590410""","""A-000191666""",20/10/2018,"""14291""",""" ""","""Completed"""
"""6375909""","""1590412""","""A-000191668""",20/10/2018,"""14295""",""" ""","""Completed"""
"""6375910""","""1590409""","""A-000191665""",20/10/2018,"""14290""",""" ""","""Completed"""
"""6375914""","""1590413""","""A-000191669""",20/10/2018,"""14296""",""" ""","""Completed"""
"""6405368""","""1591571""","""A-000200706""",19/11/2018,"""15188""",""" ""","""Completed"""
"""6405371""","""1591571""","""A-000200706""",19/11/2018,"""15189""",""" ""","""Completed/Cancelled"""
"""6405374""","""1591571""","""A-000200706""",19/11/2018,"""15185""",""" ""","""Completed"""
"""6278832""","""1586602""","""A-000175637""",02/07/2018,"""""",""" ""","""Completed"""
"""6347938""","""1589551""","""A-000183418""",18/09/2018,"""13345""",""" ""","""Completed"""
"""6367472""","""1590170""","""A-000188534""",10/10/2018,"""13997""",""" ""","""Completed/Cancelled"""
"""6375179""","""1568645""","""A-000132133""",18/10/2018,"""1810-KJDG-O""","""Leave under meter-box by side gate R.H. front of property.""","""Completed"""
"""6375915""","""1590414""","""A-000191670""",20/10/2018,"""14297""",""" ""","""Completed"""
"""6375920""","""1590417""","""A-000191672""",20/10/2018,"""14305""",""" ""","""Completed"""
"""6375921""","""1590416""","""A-000191671""",20/10/2018,"""14303""",""" ""","""Completed"""
"""6375924""","""1590418""","""A-000191673""",20/10/2018,"""14306""",""" ""","""Completed"""
"""6375925""","""1590420""","""A-000191675""",20/10/2018,"""14307""",""" ""","""Completed"""
"""6375926""","""1590419""","""A-000191674""",20/10/2018,"""14308""",""" ""","""Completed"""
"""6375927""","""1590421""","""A-000191676""",20/10/2018,"""14309""",""" ""","""Completed"""
"""6375938""","""1590422""","""A-000191677""",20/10/2018,"""14310""",""" ""","""Completed"""
"""6375939""","""1590422""","""A-000191677""",20/10/2018,"""14311""",""" ""","""Completed"""
"""6375940""","""1590423""","""A-000191678""",20/10/2018,"""14312""",""" ""","""Completed"""
"""6375942""","""1590424""","""A-000191679""",20/10/2018,"""14327""",""" ""","""Completed"""
"""6375944""","""1590425""","""A-000191680""",20/10/2018,"""14328""",""" ""","""Completed"""
"""6377123""","""1585771""","""A-000175161""",22/10/2018,"""14369""",""" ""","""Completed"""
"""6377124""","""1590539""","""A-000191869""",22/10/2018,"""14371""",""" ""","""Completed"""
"""6377126""","""1585771""","""A-000175161""",22/10/2018,"""14369""",""" ""","""Completed"""
"""6343457""","""1589397""","""A-000182671""",13/09/2018,"""13209""",""" ""","""Completed"""
"""6343458""","""1589398""","""A-000182672""",13/09/2018,"""13210""",""" ""","""Completed"""
"""6357052""","""1589839""","""A-000186343""",29/09/2018,"""13630""",""" ""","""Completed"""
"""6357053""","""1589840""","""A-000186344""",29/09/2018,"""13632""",""" ""","""Completed"""
"""6357054""","""1589148""","""A-000181546""",29/09/2018,"""13636""",""" ""","""Completed"""
"""6357055""","""1589841""","""A-000186345""",29/09/2018,"""13637""",""" ""","""Completed"""
"""6357062""","""1589845""","""A-000186349""",29/09/2018,"""13648""",""" ""","""Completed"""
"""6357064""","""1589843""","""A-000186347""",29/09/2018,"""13638""",""" ""","""Completed"""
"""6357067""","""1589844""","""A-000186348""",29/09/2018,"""13646""",""" ""","""Completed"""
"""6367560""","""1590178""","""A-000188535""",10/10/2018,"""13999""",""" ""","""Completed"""
"""6372344""","""1590307""","""A-000189120""",16/10/2018,"""14172""",""" ""","""Completed"""
"""6375946""","""1590515""","""A-000191683""",21/10/2018,"""14332""",""" ""","""Completed"""
"""6375950""","""1590514""","""A-000191682""",20/10/2018,"""14330""",""" ""","""Completed"""
"""6375951""","""1586237""","""A-000175613""",21/10/2018,"""14331""",""" ""","""Completed"""
"""6375952""","""1590516""","""A-000191684""",21/10/2018,"""14335""",""" ""","""Completed"""
"""6375960""","""1590518""","""A-000191685""",21/10/2018,"""14342""",""" ""","""Completed"""
"""6375964""","""1590519""","""A-000191686""",21/10/2018,"""14348""",""" ""","""Completed"""
"""6375967""","""1590520""","""A-000191687""",21/10/2018,"""14350""",""" ""","""Completed"""
"""6375968""","""1590520""","""A-000191687""",21/10/2018,"""14351""",""" ""","""Completed"""
"""6375970""","""1590522""","""A-000191689""",21/10/2018,"""14354""",""" ""","""Completed"""
"""6375972""","""1590521""","""A-000191688""",21/10/2018,"""14352""",""" ""","""Completed"""
"""6389152""","""1590931""","""A-000194403""",03/11/2018,"""1811-MSX2-O""","""Leave by the front door ""","""Completed"""
"""6391160""","""1590981""","""A-000194417""",05/11/2018,"""14791""",""" ""","""Completed"""
"""6357070""","""1589842""","""A-000186346""",29/09/2018,"""13643""",""" ""","""Completed"""
"""6357074""","""1589847""","""A-000186351""",29/09/2018,"""13650""",""" ""","""Completed"""
"""6357081""","""1589848""","""A-000186352""",29/09/2018,"""13662""",""" ""","""Completed"""
"""6357088""","""1568657""","""A-000132145""",29/09/2018,"""13667""",""" ""","""Completed"""
"""6357091""","""1589850""","""A-000186354""",29/09/2018,"""13672""",""" ""","""Completed"""
"""6357093""","""1589849""","""A-000186353""",29/09/2018,"""13671""",""" ""","""Completed"""
"""6357094""","""1589851""","""A-000186355""",29/09/2018,"""13672""",""" ""","""Completed"""
"""6278230""","""1586559""","""A-000175634""",02/07/2018,"""""",""" ""","""Completed"""
"""6402166""","""1591413""","""A-000199444""",15/11/2018,"""15052""",""" ""","""Completed"""
"""6357098""","""1589852""","""A-000186356""",29/09/2018,"""13677""",""" ""","""Completed"""
"""6357099""","""1589853""","""A-000186357""",29/09/2018,"""13678""",""" ""","""Completed"""
"""6357101""","""1589863""","""A-000186361""",30/09/2018,"""13685""",""" ""","""Completed"""
"""6357108""","""1589861""","""A-000186359""",30/09/2018,"""13683""",""" ""","""Completed"""
"""6357110""","""1589865""","""A-000186363""",30/09/2018,"""13690""",""" ""","""Completed"""
"""6357111""","""1589866""","""A-000186364""",30/09/2018,"""13691""",""" ""","""Completed"""
"""6357115""","""1589864""","""A-000186362""",30/09/2018,"""13692""",""" ""","""Completed"""
"""6357116""","""1589867""","""A-000186365""",30/09/2018,"""13695""",""" ""","""Completed"""
"""6357117""","""1576958""","""A-000153172""",30/09/2018,"""13698""",""" ""","""Completed"""
"""6357118""","""1576958""","""A-000153172""",30/09/2018,"""13699""",""" ""","""Completed"""
"""6357119""","""1589868""","""A-000186366""",30/09/2018,"""13700""",""" ""","""Completed"""
"""6357125""","""1589869""","""A-000186367""",30/09/2018,"""13713""",""" ""","""Completed"""
"""6375456""","""1590396""","""A-000191483""",19/10/2018,"""14247""",""" ""","""Completed"""
"""6256789""","""1584669""","""A-000173377""",05/06/2018,"""""",""" ""","""Completed"""
"""6404931""","""1591520""","""A-000200250""",19/11/2018,"""15186""",""" ""","""Completed"""
"""6382113""","""1587282""","""A-000176993""",26/10/2018,"""1810-BN29-O""",""" ""","""Completed"""
"""6294212""","""1587236""","""A-000176795""",19/07/2018,"""""",""" ""","""Completed"""
"""6357137""","""1569797""","""A-000137332""",30/09/2018,"""13721""",""" ""","""Completed"""
"""6357138""","""1569797""","""A-000137332""",30/09/2018,"""13722""",""" ""","""Completed"""
"""6357140""","""1589870""","""A-000186368""",30/09/2018,"""13716""",""" ""","""Completed"""
"""6357145""","""1589872""","""A-000186370""",30/09/2018,"""13729""",""" ""","""Completed/Cancelled"""
"""6357146""","""1589874""","""A-000186372""",30/09/2018,"""13730""",""" ""","""Completed"""
"""6357147""","""1589873""","""A-000186371""",30/09/2018,"""13731""",""" ""","""Completed"""
"""6357148""","""1589875""","""A-000186373""",30/09/2018,"""13732""",""" ""","""Completed/Cancelled"""
"""6357149""","""1589871""","""A-000186369""",30/09/2018,"""13725""",""" ""","""Completed"""
